	word	frequency	volumes
40028	quenya	189	2.125367331018424e-07
40029	witt	103	2.1241008596462052e-07
40030	capra	109	2.122537665627533e-07
40031	bovine	62	2.1223634405487246e-07
40032	poop	73	2.122304891827298e-07
40033	jabba	155	2.1211413070432172e-07
40034	quiero	139	2.1208965961250215e-07
40035	mouthpart	101	2.1206700751008611e-07
40036	eyeball	78	2.119873414585527e-07
40037	hough	94	2.1176587949867098e-07
40038	sif	93	2.1166573560549296e-07
40039	antonucci	58	2.1166090391488979e-07
40040	loki	318	2.1164939312257047e-07
40041	superkick	53	2.11571276054201e-07
40042	petrović	53	2.1149038786916208e-07
40043	dumoulin	84	2.1143070227935823e-07
40044	fluor	118	2.1122110638316371e-07
40045	soni	83	2.1091814517149032e-07
40046	blassingame	90	2.1062911059743783e-07
40047	abbottabad	51	2.103797669406049e-07
40048	grandison	65	2.1027406660323322e-07
40049	pirelli	82	2.102530061165453e-07
40050	monet	106	2.1021631368967064e-07
40051	manta	144	2.1017081053287257e-07
40052	laryngeal	54	2.1007622308388818e-07
40053	opts	58	2.1004777295274835e-07
40054	hardee	78	2.1004096595333976e-07
40055	modal	122	2.100313594155523e-07
40056	aq	57	2.0999029004542535e-07
40057	hirta	64	2.09916009907829e-07
40058	kampung	150	2.0974070480406226e-07
40059	alana	51	2.0970271918940853e-07
40060	barbirolli	132	2.0933664757194492e-07
40061	westerman	57	2.092045434665124e-07
40062	waterston	53	2.0908964870614e-07
40063	edler	75	2.0904420239276078e-07
40064	broch	71	2.0903762276702764e-07
40065	pu	195	2.0901190111999313e-07
40066	blueberry	76	2.0886047025214793e-07
40067	oct	83	2.0859611993273575e-07
40068	belted	86	2.0849786608323484e-07
40069	goater	66	2.084939012547693e-07
40070	determinism	58	2.084724144424399e-07
40071	scrushy	80	2.084614720843092e-07
40072	heliade	131	2.0835315694966994e-07
40073	fibrous	124	2.081738159631641e-07
40074	pascual	50	2.0814621848330717e-07
40075	crooning	50	2.0810929868275707e-07
40076	thyroxine	53	2.0809778789043776e-07
40077	anbe	64	2.080366812151624e-07
40078	tillingbourne	51	2.074937697216228e-07
40079	georgios	96	2.074189779932567e-07
40080	silberkleit	71	2.073691405257705e-07
40081	pamplona	58	2.073454083983961e-07
40082	wickliffe	97	2.0696136004971777e-07
40083	saluting	63	2.0691794588856283e-07
40084	tsh	50	2.0685321544533508e-07
40085	krazy	95	2.0641692799472366e-07
40086	sexyback	70	2.0616766960301902e-07
40087	obligate	65	2.0599904360096843e-07
40088	redback	89	2.056021912721917e-07
40089	fvdg	64	2.055718084648106e-07
40090	janáček	144	2.0549965995542152e-07
40091	cathode	110	2.0543460266253533e-07
40092	circumscribed	67	2.0535173916869098e-07
40093	archaeoastronomy	64	2.0524250032849523e-07
40094	ith	55	2.0521157750863495e-07
40095	inductor	74	2.0518633903066075e-07
40096	spizer	51	2.051730234597926e-07
40097	ranaut	108	2.0507658859969524e-07
40098	nutty	62	2.0505135012172104e-07
40099	viviparous	185	2.050224168215209e-07
40100	nutritious	54	2.0476176132433466e-07
40101	uyghur	96	2.047035678742759e-07
40102	atwood	120	2.0457594018807868e-07
40103	gaba	77	2.0410823253769195e-07
40104	adore	104	2.0393662225615117e-07
40105	syro	91	2.0382890397740994e-07
40106	bengough	130	2.038187858488527e-07
40107	theroux	111	2.0371172126942838e-07
40108	eukaryotic	158	2.0358527308417251e-07
40109	diagnose	131	2.0342613993307168e-07
40110	nakata	95	2.033072519225243e-07
40111	neonatal	73	2.0327914285189763e-07
40112	romany	53	2.0323533078681066e-07
40113	skelter	50	2.032231236626103e-07
40114	hibiki	100	2.0316304016887443e-07
40115	intelligently	51	2.0315859217134857e-07
40116	cubzac	51	2.0313883908329444e-07
40117	hortense	56	2.0310667991907394e-07
40118	lafourcade	74	2.0294132241360785e-07
40119	iommi	99	2.0285503410377714e-07
40120	cirque	234	2.0285231983052654e-07
40121	rti	53	2.027502006285431e-07
40122	collectable	50	2.0274788425922452e-07
40123	mincham	52	2.026763468165882e-07
40124	broussard	64	2.0266416811409727e-07
40125	polyphonic	68	2.0262591249320394e-07
40126	antigen	462	2.0254979915534932e-07
40127	sufism	84	2.0253897048405634e-07
40128	gj	61	2.0218523388848553e-07
40129	orcs	77	2.0200407391257613e-07
40130	hamza	70	2.0190428529076598e-07
40131	frock	50	2.0180920046186657e-07
40132	embarrass	73	2.0168029379874497e-07
40133	reciprocating	56	2.0161297697995906e-07
40134	bembo	80	2.0141752088420617e-07
40135	roguelike	91	2.01386043841012e-07
40136	wirgman	56	2.0134321232490038e-07
40137	glowworm	51	2.0131729172589985e-07
40138	ampere	70	2.0122381272358325e-07
40139	yuknoom	74	2.0038007164657756e-07
40140	freakum	56	2.002637131681695e-07
40141	keira	54	2.000134884383442e-07
40142	quadratic	50	1.9980758736437565e-07
40143	vedanta	103	1.9970777032085607e-07
40144	beckinsale	130	1.995583147618163e-07
40145	octavia	68	1.9952462082528655e-07
40146	alcathoe	75	1.9934680040023522e-07
40147	esteban	82	1.9933634121116484e-07
40148	exosome	67	1.990872675605715e-07
40149	rub	151	1.9880248203207884e-07
40150	cylon	54	1.9876628698511922e-07
40151	stent	119	1.9871150414019212e-07
40152	travancore	69	1.9869028733410232e-07
40153	ahmadzaï	90	1.9863439604250743e-07
40154	immunology	56	1.9851262322845287e-07
40155	inhaled	101	1.9843690779453027e-07
40156	electronegativity	74	1.984064539328756e-07
40157	wailer	57	1.9835857756334008e-07
40158	edda	378	1.9814739005141746e-07
40159	waegwan	69	1.9795530192823207e-07
40160	northallerton	84	1.9762219949370774e-07
40161	regalis	63	1.9760220482112345e-07
40162	hindley	202	1.972623664414641e-07
40163	eckfeldt	85	1.9720292243619042e-07
40164	django	116	1.971679495227363e-07
40165	eb	110	1.9700028985880635e-07
40166	kisnorbo	92	1.9693848685164994e-07
40167	oxidase	114	1.9683839980189077e-07
40168	yasunori	74	1.9682657637076773e-07
40169	dermal	157	1.9672843620810454e-07
40170	coulter	196	1.9651542970677838e-07
40171	acidosis	91	1.9647532667477208e-07
40172	charlene	195	1.9641892379240744e-07
40173	sperber	61	1.9637791126569937e-07
40174	golding	82	1.9624104652393726e-07
40175	darla	83	1.961703191000197e-07
40176	cognition	136	1.9606389400905755e-07
40177	cocteau	77	1.9597005973537307e-07
40178	caracal	92	1.9596296851887018e-07
40179	nath	54	1.959110136340314e-07
40180	jodrell	77	1.9580323851187131e-07
40181	carradine	195	1.9569999665236537e-07
40182	kaguya	53	1.955598918357282e-07
40183	heartache	113	1.9535075068688457e-07
40184	quatrain	94	1.9533101180968515e-07
40185	izz	71	1.9514257587616157e-07
40186	amnh	77	1.95118005308359e-07
40187	seagrass	161	1.9508301818405016e-07
40188	beghe	74	1.9486752478314884e-07
40189	martello	86	1.9472931001018878e-07
40190	cornwell	102	1.9460324551801023e-07
40191	herne	263	1.943730723041881e-07
40192	aqueous	273	1.942076011118843e-07
40193	nandanar	77	1.9414167695686046e-07
40194	adud	91	1.940458105309517e-07
40195	illmatic	185	1.9396384232095443e-07
40196	burtt	57	1.939422134000779e-07
40197	arnett	112	1.9391889338749024e-07
40198	puccini	154	1.9386158101042383e-07
40199	dgc	50	1.937421814091067e-07
40200	imlay	138	1.937107754201861e-07
40201	iguanodon	118	1.9369969095350825e-07
40202	lambeosaurus	52	1.9361583269983385e-07
40203	nepali	58	1.9352835067820706e-07
40204	plinian	51	1.934737099418271e-07
40205	elagabalus	111	1.933916280449921e-07
40206	sorensen	50	1.9337706191890902e-07
40207	yar	160	1.9312345500566153e-07
40208	poco	62	1.9308184562305541e-07
40209	arnaud	87	1.930711732711643e-07
40210	bechdel	85	1.930402362404493e-07
40211	sei	168	1.9284334484837018e-07
40212	sanosuke	74	1.9262645878370677e-07
40213	pigmented	77	1.9261065631326346e-07
40214	theravada	51	1.9257116434800992e-07
40215	clambake	52	1.925151593695773e-07
40216	sappy	58	1.9247605109740107e-07
40217	jumpsuit	74	1.9233074510793813e-07
40218	eridani	151	1.923268797554556e-07
40219	fatah	194	1.9216774660435476e-07
40220	axon	72	1.9206733270493714e-07
40221	rashtrakutas	70	1.920149514944569e-07
40222	ronson	128	1.9194794731447473e-07
40223	pyrite	72	1.9190768796306656e-07
40224	nullification	61	1.9158365205385053e-07
40225	mahatmya	50	1.9125724293189705e-07
40226	itzá	85	1.912225968681014e-07
40227	asura	58	1.9112889049210935e-07
40228	meningitis	263	1.9112050608782738e-07
40229	tvrđa	78	1.9105016235698713e-07
40230	chibi	113	1.9100352233181184e-07
40231	abi	230	1.9097511483323615e-07
40232	varaždin	89	1.904636519611813e-07
40233	pauling	55	1.9042350629661087e-07
40234	téa	61	1.9026848008252273e-07
40235	esmeralda	57	1.9006917284514202e-07
40236	tyrosine	52	1.8999395479113446e-07
40237	satisfies	82	1.8977846139023313e-07
40238	conceals	67	1.8974661486481637e-07
40239	ibsen	86	1.8967334369790478e-07
40240	peptide	305	1.894087091613983e-07
40241	mukerji	154	1.8930883527445985e-07
40242	cranium	74	1.891343401894119e-07
40243	tremolo	62	1.891060321668192e-07
40244	shaolin	80	1.890117147240744e-07
40245	darah	52	1.8884361452364828e-07
40246	barbiturate	53	1.8875287821629172e-07
40247	webley	89	1.884922369299602e-07
40248	polistes	50	1.883283573533845e-07
40249	coxon	134	1.88172350590321e-07
40250	bellaire	203	1.880458739833557e-07
40251	lonesome	94	1.8800929524331877e-07
40252	immanuel	70	1.879433142448761e-07
40253	phallus	156	1.8789206990277307e-07
40254	mev	136	1.8764833953355264e-07
40255	gawain	267	1.873134607421889e-07
40256	worsens	54	1.8725523887042073e-07
40257	brettingham	70	1.8695759251841082e-07
40258	salvin	54	1.86709939953289e-07
40259	oculus	52	1.8667360279778222e-07
40260	bunning	52	1.866404915062958e-07
40261	ossified	50	1.866333860789382e-07
40262	avory	59	1.8650669630915218e-07
40263	mackin	62	1.8633033960213652e-07
40264	banton	136	1.8628733755576832e-07
40265	nausicaä	73	1.861404683722867e-07
40266	corvus	84	1.8599833140342525e-07
40267	oosterbaan	71	1.8592278649975924e-07
40268	savitri	75	1.8584549366096326e-07
40269	liang	203	1.8555364533767715e-07
40270	sviatoslav	130	1.8545068769526551e-07
40271	livia	77	1.8544855606705823e-07
40272	nri	153	1.8520925948450895e-07
40273	cortical	92	1.8517852140575997e-07
40274	arens	68	1.8506905519188876e-07
40275	obliqua	54	1.850369386602324e-07
40276	affective	63	1.848009816285412e-07
40277	ltp	164	1.8469631868356373e-07
40278	hassium	87	1.8463239825905475e-07
40279	djungarian	50	1.8438375093410286e-07
40280	wurtenburg	67	1.840471668401733e-07
40281	qutayba	68	1.8383788358278252e-07
40282	basarab	124	1.837066037069235e-07
40283	acetyl	79	1.8361552633905376e-07
40284	lobster	357	1.8355687814164412e-07
40285	noxious	86	1.831756577530541e-07
40286	jewry	54	1.831719913525376e-07
40287	tolstoy	80	1.8314388228191092e-07
40288	niko	62	1.8309270899408148e-07
40289	playfulness	54	1.8305587445865967e-07
40290	gastric	134	1.829687761301102e-07
40291	rossen	108	1.825205373506833e-07
40292	kawada	67	1.8243298427478294e-07
40293	nefarious	85	1.822976827270395e-07
40294	grimaldi	258	1.8217515673768503e-07
40295	nsr	85	1.8210289454145823e-07
40296	kj	133	1.8179247263105935e-07
40297	tkach	60	1.8163477477628476e-07
40298	sloane	156	1.816157322309664e-07
40299	krypton	222	1.8154230474465294e-07
40300	ceratopsian	135	1.8127465750694682e-07
40301	viola	351	1.8118409172984684e-07
40302	corbulo	76	1.8098721454862243e-07
40303	blowhole	55	1.8091404285769386e-07
40304	elongate	71	1.8074555896419042e-07
40305	mamma	107	1.803139468847803e-07
40306	cauer	67	1.8020375591731863e-07
40307	kitana	117	1.8002459967192408e-07
40308	ornstein	89	1.7989930256590014e-07
40309	jacobi	112	1.7989245293392742e-07
40310	rossini	73	1.798022282173406e-07
40311	dasa	59	1.7964831044992025e-07
40312	inlay	54	1.7957361819753714e-07
40313	kes	53	1.7925111706063035e-07
40314	diffie	80	1.7911901295519783e-07
40315	epithelium	109	1.7909441396568582e-07
40316	khénifra	56	1.7886226544305828e-07
40317	beware	85	1.788621091236564e-07
40318	envious	53	1.7880837788197823e-07
40319	roseanne	58	1.7862856793726678e-07
40320	metastable	69	1.7834209131706302e-07
40321	antigonus	115	1.78279520923752e-07
40322	tiku	72	1.7823123243942973e-07
40323	midsomer	58	1.7817141895193345e-07
40324	secco	56	1.7811636610076675e-07
40325	soothing	65	1.780105804982668e-07
40326	satake	77	1.7778729954898154e-07
40327	paymaster	50	1.7746664582318772e-07
40328	tutt	59	1.7721430367600988e-07
40329	intrinsically	94	1.7703609955788124e-07
40330	sacral	100	1.7702005550290778e-07
40331	marcella	53	1.768062958262817e-07
40332	jajce	100	1.7664532947492262e-07
40333	spongy	64	1.7636321558711643e-07
40334	rixey	51	1.7617141168102535e-07
40335	hisar	80	1.7567698762377404e-07
40336	tangent	171	1.7555053943851817e-07
40337	crytek	69	1.7554334874603228e-07
40338	weisz	100	1.754695233557868e-07
40339	skald	57	1.751816114392568e-07
40340	milian	330	1.7473294633418845e-07
40341	hibbert	102	1.7469061219799187e-07
40342	μg	111	1.7450578582156595e-07
40343	eorpwald	75	1.744691786598196e-07
40344	multicellular	111	1.7408459029866208e-07
40345	psalter	65	1.739853416893311e-07
40346	prick	54	1.7396294538229995e-07
40347	positivist	51	1.7366720328482188e-07
40348	implicate	69	1.735667183311307e-07
40349	orfeo	151	1.731494307932735e-07
40350	sindy	86	1.731197016852093e-07
40351	nucleotide	310	1.7306902577729488e-07
40352	ghouta	55	1.729756462509613e-07
40353	beefcake	62	1.7296392229582125e-07
40354	mendelevium	92	1.7279245412282762e-07
40355	spassky	170	1.7277679376093147e-07
40356	druitt	118	1.7274714991799556e-07
40357	genji	84	1.7260354923109844e-07
40358	faeces	85	1.7254645001685276e-07
40359	escherichia	53	1.7249855943646253e-07
40360	homology	119	1.72335120396383e-07
40361	rozen	100	1.7228877879915672e-07
40362	wistert	71	1.7223703707713867e-07
40363	doped	66	1.7222289727669704e-07
40364	damme	86	1.720676010563693e-07
40365	amalthea	90	1.7205594815550285e-07
40366	maronite	54	1.720041069575018e-07
40367	rnai	96	1.718993161148319e-07
40368	isomer	114	1.7164867927021987e-07
40369	batwoman	180	1.7160301979401993e-07
40370	irt	59	1.714397797059064e-07
40371	valkyria	57	1.7132209961800982e-07
40372	aoyama	52	1.7110379246787488e-07
40373	corroborate	58	1.7096448345910176e-07
40374	immolation	89	1.70786535136358e-07
40375	yau	65	1.70729052229035e-07
40376	vesperia	59	1.706969783299428e-07
40377	kiko	84	1.7058111723144975e-07
40378	selina	55	1.7056810008853063e-07
40379	madhavan	177	1.7046109235252516e-07
40380	edema	110	1.7046077971372142e-07
40381	marduk	50	1.7019259246353613e-07
40382	deld	69	1.6994589202568022e-07
40383	paolini	95	1.6990846063436038e-07
40384	sax	157	1.6983393891223386e-07
40385	fung	73	1.6956028048298322e-07
40386	uninsured	51	1.6944242986483005e-07
40387	lidia	51	1.694409803576491e-07
40388	juárez	62	1.6939848990205064e-07
40389	auf	123	1.6938119529186224e-07
40390	endara	74	1.6931579693846288e-07
40391	machias	85	1.6931257107444253e-07
40392	dubna	86	1.6889471510239673e-07
40393	tabu	80	1.6888117215785314e-07
40394	uzumaki	57	1.688797226506722e-07
40395	juventud	79	1.6876703057278064e-07
40396	intracranial	92	1.6871842944965465e-07
40397	vézina	58	1.6865230634266482e-07
40398	dotty	95	1.6854779971708922e-07
40399	dostoyevsky	130	1.6844992956066562e-07
40400	purporting	54	1.6823673831822816e-07
40401	herpes	161	1.6819100778775464e-07
40402	stelmach	118	1.6817079995234963e-07
40403	hasselbaink	78	1.6812447256597807e-07
40404	neferhotep	60	1.6812157355161617e-07
40405	basso	172	1.681079453419443e-07
40406	aflaq	189	1.6808101577225898e-07
40407	hakluyt	139	1.679688494959919e-07
40408	bangalter	58	1.6796789736872597e-07
40409	earnestness	54	1.678750152223074e-07
40410	slug	375	1.676487784152414e-07
40411	seismograph	50	1.6755319620642695e-07
40412	specter	380	1.6754057696743985e-07
40413	astonishingly	52	1.6740114006097429e-07
40414	kamil	78	1.674005005725121e-07
40415	bacterium	148	1.6714159301045584e-07
40416	cst	100	1.668810227783979e-07
40417	faramir	100	1.6688086645899602e-07
40418	koval	60	1.6684903414443397e-07
40419	cob	115	1.6684124659605004e-07
40420	mehra	55	1.667023923346278e-07
40421	ytterbium	147	1.6670144020736188e-07
40422	inorganic	228	1.6669699220983603e-07
40423	polarity	80	1.665066520217806e-07
40424	gluon	51	1.664739244233715e-07
40425	darwinian	73	1.6637554267617816e-07
40426	dainty	90	1.6634157873340882e-07
40427	dessert	252	1.6612264630566642e-07
40428	bernadette	86	1.653347680985462e-07
40429	pejorative	63	1.6529754987004708e-07
40430	asif	74	1.6527249613318418e-07
40431	ach	77	1.6519985024388006e-07
40432	vazgen	65	1.650131054020676e-07
40433	brainiac	81	1.649069218956356e-07
40434	chlorophyll	50	1.645377523118441e-07
40435	jarre	112	1.6452379725251376e-07
40436	intravenously	57	1.645167202468656e-07
40437	isotopic	89	1.644110056986392e-07
40438	cerebellar	120	1.6439095418263605e-07
40439	norepinephrine	145	1.6433655503078626e-07
40440	pubic	81	1.642381590727382e-07
40441	frigatebirds	86	1.642217171138327e-07
40442	rui	58	1.64108683975428e-07
40443	sita	405	1.6406377767452796e-07
40444	staining	135	1.639414506371395e-07
40445	hyland	52	1.6389800805427512e-07
40446	hannon	64	1.6387753021263052e-07
40447	caesium	368	1.6376660028072365e-07
40448	shashthi	99	1.6371241429169459e-07
40449	smeezingtons	64	1.6363655674922484e-07
40450	chitra	52	1.635664972354789e-07
40451	dirrty	74	1.6355495802145015e-07
40452	pitot	80	1.63501624683704e-07
40453	hadrosaur	81	1.6332754171344277e-07
40454	tumble	107	1.6255368961992644e-07
40455	kellner	67	1.6238479361163627e-07
40456	liquefied	50	1.6230212906975794e-07
40457	dehydrogenase	63	1.6197431307318766e-07
40458	fister	66	1.6167460614724405e-07
40459	aposematism	56	1.6155978244114522e-07
40460	halter	71	1.6146813663908688e-07
40461	lipid	494	1.6133637359416753e-07
40462	macaque	58	1.6129084201566002e-07
40463	rundgren	130	1.6127086155393044e-07
40464	psittacula	84	1.6083328091553994e-07
40465	troude	52	1.6077744646736392e-07
40466	starch	117	1.6028586458105565e-07
40467	sagittarius	70	1.6026982052608219e-07
40468	reticulum	73	1.601480335011729e-07
40469	joule	59	1.5994716306977352e-07
40470	lộc	51	1.597298080469045e-07
40471	urea	70	1.596571621576004e-07
40472	wspu	114	1.5963385635586747e-07
40473	degeneracy	53	1.5950466547565156e-07
40474	betsimisaraka	88	1.5941600395308342e-07
40475	interwoven	201	1.5926009666600294e-07
40476	machado	52	1.5914319817511569e-07
40477	emphysema	131	1.5914213236101205e-07
40478	demeter	58	1.5908582895463041e-07
40479	guanine	51	1.5887037818629324e-07
40480	pulmonary	373	1.5886038795542845e-07
40481	sarumpaet	51	1.5867793479173997e-07
40482	watership	67	1.5865644797941059e-07
40483	sclerite	127	1.586313231882741e-07
40484	telopea	74	1.5856085155974142e-07
40485	ger	52	1.584086533057416e-07
40486	rcs	57	1.5811750131433655e-07
